Entity,Type
બિકિની,Product
મેં,Person
ઉપસ્થિત મહાનુભાવ,Person
આજના કેન્દ્ર બિન્દુ,Organization
તમામ યુવા સાથીઓ,Event
જીવનનો આ ખૂબ જ મોટો પ્રસંગ,Event
રૂથ,Person
હિઝ્કીયા,Person
મરિયમ,Person
ઈબ્રાહીમ,Person
યહોવા,Organization
લડાઈ,Event
આપણે,Person
યહોવાહ,Person
મુસા,Person
માથ,Person
પરિણીતી ચોપરા,Person
સૌફી ચોધરી,Person
દિયા મિર્ઝા,Person
એકતા કપૂર,Person
માહિ વીજ,Person
અર્જુન,Person
ગાંધી,Person
હીરાબાન,Location
ગાંધીનગર,Location
 બાઇબલ ,Person
...,Organization
ભારત,Organization
ટૂર્નામેન્ટ,Event
દુનિયાભર,Location
કોરોનાએ તબાહી,Event
મિથુન,Person
ઘર,Location
સ્ટેન્ડબાય,Person
અભિમન્યુ ઇશ્વરન,Person
શાહબાઝ નદીમ,Person
રાહુલ ચહર,Person
દુનિયાની,Person
ખાખી પાવર,Product
લોકશાહી,Person
તેથે,Event
આ બનાવની,Person
પોલીસે,Person
વાહન ચાલક,Person
પોલીસે,Organization
,Person
Shahrukh,Person
Ashwarya,Person
Amitabh Bachchan,Person
ઇવીએમ,Organization
મતગણતરી,Event
મોલ્ડિંગ,Product
મારા,Person
ભાજપ,Organization
ટીએમસી,Organization
બેરકપુર,Location
મારામારી,Event
ભાજપ,Person
ભાજપ,Organization
જેનો વિરોધ કરાયો હતો,Event
એક,Person
ભારત,Organization
ભારત,Location
નવા ભારતનો શંખનાદ,Event
સૌથી દેશો,Location
દક્ષિણ એશિયા,Location
બન્ને,Person
સોહરાબુદ્દીન,Person
એન્કાઉન્ટર,Organization
કેસમાં,Event
ભારત,Location
નકવી,Person
કાર,Product
big bang theory,Organization
big bang,Event
કર્ટે,Organization
હાઇકોર્ટ,Organization
કેરળ,Location
વળી,Person
જેઓનાં પ્રિયજન,Person
સરવૈયા,Organization
ભારત,Location
હિન્દુસ્તાન,Location
સ્પેસમાં,Location
અંતરિક્ષમાં,Location
એલઈઓ,Location
સેટેલાઇટ,Product
કમલા હેરિસ,Person
અમેરિકા,Location
ચૂંટણી,Event
મારા પિતા,Person
Allah,Person
World Cup,Organization
World Cup,Event
પોલીસે,Person
પોલીસ,Person
સુધી,Person
સીસીટીવી,Organization
ગામની શેરીઓ,Location
તે,Person
કંગાળોના રાજા,Person
પાકિસ્તાન,Location
હું,Person
બૉલિંગ,Person
બરફના બે ચમચી,Product
લેબર કોર્ટ,Organization
મારા,Person
બિહાર સરકાર,Organization
બિહાર,Location
કોરોના વાયરસનો ફેલાવો,Event
આવો,Organization
સુરત,Location
એક કિસ્સો સુરતમાં પણ બન્યો છે,Event
માર્ગદર્શન,Location
દર્દીઓ,Product
દવા,Product
એક ઉચ્ચસ્તરીય બેઠક,Event
વિભાગો,Organization
સચિવોની બનેલી એક સમિતિ,Organization
કાયદાકીય બાબતોના સચિવ વિભાગ,Organization
પોલીસ સ્ટાફ,Person
સ્થળ,Location
ઓ અમારા ઈશ્વર,Person
પ્રકટીકરણ,Event
Kim Jong Un,Person
North Korea,Location
નિતિન ગડકરી,Person
કેન્દ્રીય માર્ગ પરિવહન,Organization
રાજમાર્ગ મંત્રી,Organization
ફેસબુક,Product
ટ્વીટર,Product
તે વ્યક્તિ,Person
જન્મ,Event
જીડીપી,Organization
એપ્રિલ,Event
જૂન,Event
સરદારનગર,Person
પોલીસ,Organization
સરદારનગર,Location
NSA અજિત ડોવાલે,Person
NSA,Organization
ચીન,Location
વાતચીત,Event
ડોનાલ્ડ ટ્રમ્પ,Person
મેલેનિયા ટ્રમ્પ,Person
ભારત,Location
પ્રવાસ,Event
મારુ,Person
અટલબિહારી વાજપેયી,Person
પીએમ મોદી,Person
સિક્કો,Product
મારા,Person
ઉમેદવાર,Person
ગેસ સિલિન્ડર,Product
સ્કૂલ,Organization
ચિદમ્બરમ,Person
સુપ્રીમ કોર્ટ,Organization
નવી દિલ્હી,Location
જોઆન ફર્નાન્ડીઝ,Person
નાના ટાપુઓ,Location
તેઓ,Person
વાસ્તવમાં,Person
સૈફ અલી ખાન,Person
અમૃતા સિંહ,Person
સારા અલી ખાન,Person
ઈશ્વર,Person
એ,Person
ઈસુ,Person
સુત્રો,Organization
વર્લ્ડ,Location
તેઓ,Person
વર્ષ,Event
વિલિયમસન,Person
શ્રીદેવી,Person
મેચ,Event
વડીલો,Person
વિશ્વાસુ,Person
બુદ્ધિમાન ચાકર,Person
પિતાજી,Person
Ginisa,Person
Ginisa World Record,Organization
Limka Book of Records,Organization
સંબંધો,Event
કોંગ્રેસ,Organization
મઘ્યપ્રદેશ,Location
તેને,Person
ઇન્સ્ટાગ્રામ,Organization
કાર્ય વિભાગ,Organization
હાલ,Person
પોલીસ,Organization
उद्धव ठाकरे,Person
મુંબઈ,Location
અમદાવાદ,Location
મહારાષ્ટ્ર,Location
સમીક્ષા,Event
આતંકવાદી,Person
પોલીસ,Organization
ફાયરિંગ,Event
ધર્મેન્દ્ર,Person
લગ્ન,Event
પેન્ટો,Product
ઈબ્રાહીમ,Person
અખિલેશ યાદવ,Person
ડિમ્પલ યાદવ,Person
લોકસભાની ચૂંટણી,Event
સરકાર,Organization
મારા,Person
ધરના આંગણામાં,Location
પપૈયુ,Product
સરગવો,Product
અર્જુન કપૂર,Person
પરિણીતિ ચોપરા,Person
શહેર,Location
રેલી,Event
ઈશ્વરની આબરૂ,Location
કાંકરા,Product
મુરાદ અલી શાહ,Person
સિંધના મુખ્યમંત્રી,Person
સિંધ,Organization
ઘટના,Event
Shabana,Person
Amlesh Kamat,Person
Khalapur,Location
Maharashtra,Location
સૂર્યદેવ,Person
છઠ્ઠ મૈયાની,Person
થાઇલેન્ડ,Location
ભારત,Location
પૂર્વી ભારત,Location
હિન્દુસ્તાન,Location
ઉપાસનાનું મહાપર્વ,Event
આ,Organization
ફરાહ ખાન,Person
ઓલિવ ઓઈલ,Product
પેસેન્જર,Person
અમદાવાદ,Location
વડોદરા,Location
નવસારી,Location
રાજકોટ,Location
વલસાડ,Location
સુરત,Location
ભારે વરસાદ,Event
લિંગની સ્ત્રી,Person
તેની,Person
પોલીસ,Organization
કંપનીઓ,Organization
પાણીમાં સાજીખાર,Product
પોડિયમ,Person
પ્રકાશ,Person
આસપાસ,Organization
જૂનાં લોકો,Location
તમારી,Organization
ફાસ્ટ ફૂડ રેસ્ટોરેન્ટો,Organization
હાઇવે,Location
આનમોલ,Person
યહોવા,Organization
વ્યક્તિ,Person
ડોક્ટર,Person
સમગ્ર અનાજ,Product
વિસ્તાર,Location
સર્ચ ઓપરેશન,Event
એમનુ,Person
સારાબહેન,Person
માતા,Person
પોલીસ,Person
પોલીસ,Organization
જો તમે,Person
કોળી સમાજ,Organization
લાંસેટ,Organization
અમેરિકા,Organization
ચીન,Organization
અમેરિકા,Location
ચીન,Location
ટ્રેડ વોર,Event
કાળા મરી,Product
તમે,Person
પછી,Location
ત્યાં,Location
પૃથ્વી,Location
ધરતીકંપ,Event
શહેર,Location
વૃક્ષ ધારાશાયી,Product
સમગ્ર ઘટના,Event
દિગ્વિજય સિંહે,Person
સંઘ,Organization
બજરંગ દળ,Organization
વિદ્યાર્થીઓ,Person
સર્જિકલ,Organization
તે,Person
તેના માતા,Person
તેના પિતા,Person
તે,Person
બે ભાઈ,Person
બે ભાઈ,Person
તે,Person
મોદી,Person
શાહ,Person
કોંગ્રેસ,Organization
લિમ્કા,Organization
ઈવેન્ટ,Location
ઈવેન્ટ,Event
મારા,Person
માર્યારા ઘર,Organization
માર્યારા કાર્યાલય,Organization
મારા ઘર,Location
મારા કાર્યાલય,Location
ઇતિહાસ,Location
વિવેકબુદ્ધિ,Person
રોગ,Product
આ સમયે,Location
અહીં,Location
2018-19,Event
2014-15,Event
ખેલાડી,Person
ક્યુટિકલ,Product
આવો,Person
તસવીરો,Organization
હું,Person
TED,Organization
સ્લાઇડ,Product
ગુજરાત,Location
મધ્યપ્રદેશ,Location
દિલ્હી,Location
હરિયાણા,Location
છત્તીસગઢ,Location
બિહાર,Location
ઝારખંડ,Location
પી ચિદમ્બરમ,Person
વીરપ્પા મોઇલી,Person
કેબિનેટ,Organization
કેન્દ્રીય નાણામંત્રી,Organization
કેન્દ્રીય પેટ્રોલિયમ મંત્રી,Organization
નવી દિલ્હી,Location
રૂબિના દિલાઇક,Person
અર્નેસ્ટ હાર્ડિ,Person
કોંગ્રેસ,Organization
જેડીએસ,Organization
કર્ણાટક,Location
લોકસભાની ચૂંટણી,Event
ARMY,Organization
ડેરડેવિલ્સ,Organization
નવી દિલ્હી,Location
કારિઅપ્પા ગ્રાઉન્ડ,Location
પરેડ,Event
સભ્ય,Organization
જીલ્લા,Location
ગોવા,Location
ઘટના,Event
ત્યારે,Organization
કેળવણી,Event
જેઓ,Organization
ધંધામાં,Location
વેચવા,Product
વડાપ્રધાન,Person
વાતચીત,Event
सैफ अली खान,Person
अमृता सिंह,Person
सारा अली खान,Person
કાર્યકરો,Person
નેતાઓ,Person
એનએએ,Organization
સ્ટેન્ડિંગ કમિટી,Organization
સેન્ટ્રલ બોર્ડ ઓફ એક્સાઈઝ એન્ડ કસ્ટમ્સ,Organization
સીબીઈસી,Organization
ડાયરેક્ટોરેટ જનરલ ઑફ સેફગાર્ડસ,Organization
સૌરવ ગાંગૂલી,Person
જય શાહ,Person
BCCI,Organization
યુએસ,Organization
અર્થતંત્ર,Organization
મિલ્ક,Product
ઈસુ,Person
બે લૂંટારા સાથે વધસ્તંભ પર,Event
English,Location
ટી,Product
વરિયાળી,Product
મહારાષ્ટ્ર,Location
કોકડું,Product
ભારતીય ટીમ,Organization
દક્ષિણ આફ્રિકા,Organization
મેચ,Event
પ્રથમ ટેસ્ટ,Event
ટ્રણ,Event
ગીત,Person
યહોવા,Organization
તેમણે,Person
ગાજર,Product
મુબબ્બા,Person
આલિયા ભટ્ટ,Person
પાણી,Location
કુવો,Product
ગોખેલી,Organization
બીજેપી,Organization
તેલંગાણા,Location
તમિલનાડુ,Location
તેમની,Person
ટ્રાન્સમિશન,Organization
5 સ્પીડ મેન્યુઅલ ટ્રાન્સમિશન,Product
Peter,Person
love,Event
કોઈ કોઈ,Person
Pakistan,Organization
ઘરના લોકો,Person
ઘર,Location
ભગવાન બુધ્ધ,Person
મધ-25 ગ્રામ,Product
પતિ,Person
સાસરીયાઓ,Person
પોલીસે,Organization
તેના,Person
સ્થાનિક પોલીસે,Organization
સલમાન ખાન,Person
જેક્લિન ફર્નાન્ડિઝ,Person
શાસક,Person
ભાજપ,Organization
રાજ્યસભા,Location
માર્ગ,Location
બેલ્યો ગામ,Location
Bosa,Organization
માલિક,Person
ઘર,Location
આર્કન્સોના,Person
વોલનટ રીડ્જમાં,Organization
આ વખતના દિવસો,Event
ફેન્સે,Person
બાળક,Person
તમને,Person
ગુજરાતમાં વિધાનસભા,Organization
ગુજરાત,Location
ચૂંટણી,Event
કાઉન્ટડાઉન,Event
તાન્યા,Person
Tangent,Person
ઈસુ,Person
અમેરિકી સરકાર,Organization
રૂસ,Location
વોશિંગટન,Location
ફીફા વિશ્વ કપ,Event
જે. પી. નડ્ડા,Person
ભારત,Location
જો,Person
કોંગ્રેસ,Organization
સૂચનો,Organization
સમીક્ષા,Organization
તેઓ,Person
હજુ,Person
શિક્ષણ,Organization
દેશ,Location
દેશનિકાલ,Event
ભારત,Location
Gujarat,Person
Gujarat,Location
ચીન,Location
કાશ્મીર,Location
માં,Location
અનુચ્છેદ 370 હટાવવા,Event
કેલિફોર્નિયા યુનિવર્સિટી,Organization
કેલિફોર્નિયા,Location
આવા અનેક પ્રશ્નો,Event
Google,Organization
Apple,Organization
Koo,Product
એના,Person
તેના,Person
પોલીસ,Organization
તુ,Person
તારે,Person
ટાઇગર શ્રોફ,Person
દિશા પટણી,Person
બોલીવૂડ,Organization
ક્રિસ્ટિયાનો રોનાલ્ડો,Person
તેણે,Person
કોર્પોરેશન,Organization
વિદ્યાર્થી,Organization
United States,Location
ખેડૂતો,Person
તે,Person
નામ કરીના કપૂર,Person
સૈફ અલી ખાન,Person
બોલીવુડ ઇન્ડસ્ટ્રી,Organization
કામધેનુ યુનિવર્સિટી,Organization
ગાંધીનગર,Location
ગુજરાત,Location
ભારત,Location
માતા,Person
પિતા,Person
એક ઇંટ,Location
લાકડાની બેન્ચ,Product
 તમારા જીવનસાથી,Person
બોઇઝ,Person
ગર્લ્સ,Person
ભારત,Organization
ટુર્નામેન્ટ,Location
ટુર્નામેન્ટ,Event
વ્યક્તિ,Person
રેલવે પોલીસ,Person
રેલવે,Organization
મહામહિમ રાષ્ટ્રપતિ,Person
શિ જિનપિંગ,Person
બ્રિક્સ,Organization
પોલીસની ટીમ,Person
પોલીસ,Organization
દારુની બોટલ,Product
પ્રધાનમંત્રી,Person
પીએમએસએસવાય,Organization
દેશ,Location
યોજનાની જાહેરાત,Event
વર્ષ 2003માં થઈ હતી,Event
ટર્શરી હેલ્થકેર સેવાઓ,Product
મેડિકલ એજ્યુકેશન,Product
ઈસુ,Person
સાઉદી અરામ્કો,Organization
ભારત,Location
ક્રૂડ ઓઇલ,Product
તબીબો,Person
હોસ્પિટલ,Organization
ભાઈઓ,Person
બહેનો,Person
દેશ,Location
ભારત,Location
ભારત,Location
વિકાસ,Event
કેપિટલ,Organization
અથવા,Event
પુરુષ,Person
ઘર,Location
ખાદી,Organization
આપણે,Person
રોહિત બંસલ,Person
સરકાર,Organization
પોલીસ,Organization
તમે,Person
છોકરીઓ,Product
છોકરાઓ,Product
સ્ત્રી,Person
શૌચાલય,Location
આફ્રિકા,Location
માયાવતી,Organization
સામેલ સંખ્યાબંધ લોકો,Person
પોલીસે,Organization
કોમેન્ટરી,Organization
ઈસુ,Person
સભાસ્થાન,Location
જર્મનીિયા,Location
ભારતીય દર્શકો,Organization
નવી દિલ્હી,Location
તે,Person
એક યુવક,Person
પોલીસે,Person
પોલીસે,Organization
રેલવે મંત્રાલય,Organization
વાહનવ્યવહાર,Product
ઈન્ફ્રાસ્ટ્રક્ચર,Product
વીજળી,Product
તેઓ,Person
ઘર,Location
સાજિશ,Person
ભાજપ,Organization
હોપ હિક્સ,Person
વ્હાઇટ હાઉસ,Organization
સત્યજીત રે,Person
ટાગોર,Person
મોટા હાંડિયા ગામ,Location
હું,Person
યશાયા,Location
સ્ટેટ બેન્ક ઓફ ઇન્ડિયા,Organization
એનસીએલટી,Event
દૃષ્ટાંતમાં જણાવેલ પિતા,Person
દીકરા,Person
Arjun Kapoor,Person
Malaika Arora,Person
Rishi Kapoor,Person
New York,Location
ગુસ્સો,Person
રાહુલ ગાંધી,Person
ઇન્ડિયા,Location
સંસદ,Location
રેપ ઇન ઇન્ડિયા,Event
Farinone,Person
બીસીસીઆઈના એક વરિષ્ઠ અધિકારી,Person
બીસીસીઆઈ,Organization
આઈએએન,Organization
પણ,Person
જ્યારે,Event
ગીતા દત્ત,Person
આશા ભોંસલે,Person
શમશાદ બેગમ,Person
શ્રી નરેન્દ્ર મોદી,Person
બ્રહ્મા કુમારી પરિવાર,Organization
80મી વાર્ષિક ઉજવણી,Event
વરુણ ધવન,Person
સારા અલિ ખાન,Person
હું,Person
તમારી,Organization
બાઇબલ,Person
બાઇબલ,Organization
માસ્ક,Product
સુરક્ʂજ,Product
આરોગ્ય મંત્રાલય,Organization
આઇસીએમઆર,Organization
ધ મુસ્લિમ વીમેન,Organization
ઈશ્વરના,Person
દેશ,Location
ત્રાસવાદી હુમલો,Event
મુંબઇ,Location
મુશળધાર વરસાદ,Event
આખા દેશ,Location
હિંસાની આ ઘટના,Event
યહોવાહ,Person
યહોવા,Organization
આવનાર વિનાશમાંથી બચવા,Event
એ બધી,Organization
રાજ્ય સરકાર,Organization
તમને,Person
દરદી,Person
નર્સો,Person
ભારત,Location
યુવાન,Person
દવાખાને,Organization
તેમને,Product
પરંતુ,Person
પ્રકટીકરણ,Event
કર્મચારી,Person
વેનિલા,Product
Mohammad Shami,Person
Ishant Sharma,Person
Umesh Yadav,Person
Jasprit Bumrah,Person
Hardik Pandya,Person
સ્ત્રી,Person
જીરાફ,Person
એક લાકડાના વાડ,Location
પીસાઇ,Product
નાયર હોસ્પિટલ,Organization
મુંબઈ,Location
ભારે વરસાદ,Event
મોદી,Person
રામનાથ કોવિંદ,Person
સંસદ,Organization
ભવન,Location
પ્રિયા,Person
પ્રકાશ,Person
બોલીવુડ,Organization
શ્રીદેવી બંગલો,Organization
પાદરા,Location
ગુજરાત,Location
ભારત,Location
વડોદરા,Location
તા.પાદરા,Location
પાદરા તાલુકા,Location
નવી નોંધો,Location
નવી નોંધો,Event
સેના,Organization
સરહદ,Location
ઘૂસણખોરી,Event
આપી,Person
સૂત્રોએ,Event
બેલ્જિયમ,Location
પ્રથમ કેસ,Event
કોરોના વાયરસ,Product
મેં,Person
પોલીસ,Organization
મિસ્ટી,Person
ફોન,Product
લોકાર્પણ,Organization
વિવિધ વિકાસ કામોનું,Event
અમેરિકા,Location
લેટિન અમેરિકા,Location
સ્ટોપ,Location
બસ,Product
ઈરફાન ખાન,Person
બોલિવૂડ,Location
ઈસુ,Person
કબર,Location
રાજ્યો,Organization
વિડિયો કોન્ફરન્સ,Event
પીએમ મોદી,Person
રાહુલ ગાંધી,Person
નોટબંધી,Event
કબીર બેદી,Person
પૂજા બેદી,Person
આલિયા,Person
ફર્નિચરવાલા,Product
રાષ્ટ્રપ્રમુખ,Person
તેમ,Person
સારા અલી ખાન,Person
કાર્તિક આર્યન,Person
Rahul Gandhi,Person
Raghul Gandhi,Person
Congress,Organization
Kerala,Location
Kottayam,Location
Vayanaad,Location
સુરિંદર કુમાર,Person
સ્પેશ્યિલ પોલીસ,Organization
કાજલ અગ્રવાલ,Person
બોલિવુડ,Organization
કેટરિના કૈફે,Person
રણબીર કપૂર,Person
મહિલાઓ,Person
પુરૂષો,Person
કેન્દ્રિય મંત્રી,Person
કેન્દ્રિય મંત્રીમંડળ,Organization
રીનોવેશન,Product
પોલીસ,Organization
મોદી,Person
વિવેક ઓબેરોય,Person
સુરેશ ઓબેરોય,Person
બોમન ઈરાની,Person
વહીદા રહેમાન,Person
દર્શન કુમાર,Person
મનોજ જોશી,Person
જય ભટ્ટ,Person
વિરલ શુક્લ,Person
ઘટનાસ્થળ,Location
ઘટના,Event
ફાયરની ગાડીઓ,Product
કોવિડ કેર,Organization
સલમાન ખાન,Person
સલીમ ખાન,Person
મોદી,Person
ગુજરાત,Location
કચ્છ,Location
કંડલા,Location
આપણ,Event
કલેક્ટર,Person
રાજ ઠાકરે,Person
રાહુલ ગાંધી,Person
કોંગ્રેસ,Organization
રાજસ્થાન,Location
મધ્યપ્રદેશ,Location
છત્તીસગઢ,Location
PFRDA,Organization
Sanjiv Bhatt,Person
Jamnagar Sessions Court,Organization
Jamajodhpur,Location
custodial death case,Event
પ્રધાનમંત્રી શ્રી નરેન્દ્ર મોદી,Person
રાષ્ટ્રીય કમિશન (એનસીએચ),Organization
મંત્રીમંડળ,Organization
સેન્ટ્રલ કાઉન્સિલ ફોર હોમિયોપેથી (સીસીએચ),Organization
સ્થાપના,Event
જમણો,Person
તેના,Person
લગ્ન,Event
પરંતુ,Person
હોસ્પિટલ,Organization
માણસ,Person
પરબતપુરા,Location
ભીમપુરા,Location
ધોળાકુવા,Location
થિયેટર,Organization
assistant,Person
આસિસ્ટન્ટ,Organization
અશોક ગહેલોત,Person
સચિન પાયલ્ટ,Person
રાજસ્થાનના,Organization
શપથ ગ્રહણ,Event
વ્યક્તિ,Person
પોલીસ,Organization
આગ્રો ઇન્ડસ્ટ્રીયલ,Organization
કાર્ય યોજના,Event
યુસફ,Person
એમઓયુ,Person
,Person
,Organization
ઓસ્ટ્રેલિયા,Location
ભારત,Location
,Event
તે,Person
મેરી,Person
ગાંધીજી,Person
લાલ કિલ્લા,Location
એલ એલ બી,Organization
પોલીસે,Person
પોલીસ,Organization
અંગે અકસ્માત મોતનો ગુન્હો,Event
ત્યાં,Location
મને,Person
ઑબ્જેક્ટ,Product
Tesla,Organization
Tesla India Motors and Energy Private Limited,Organization
India,Location
Bengaluru,Location
કોણ,Person
ભારત,Location
નારાજગી,Person
હું,Person
FSFL team,Person
FSFL,Organization
Location not specified,Location
called,Event
માનચેસ્ટર,Location
ચંદ્રમુખી,Person
મુકેશ ગૌડ,Person
ટી રાજા સિંહ,Person
કોંગ્રેસ,Organization
ભારતીય જનતા પાર્ટી,Organization
ત્રીજું ક્વાર્ટર,Location
SBI,Organization
ભાઈ,Person
ભેનો,Person
ભારત,Location
ઈસબુભાઈ,Person
દક્ષિણ કોરિયા,Location
પ્યૉંગચાંગ,Location
વિન્ટર ઑલિમ્પિક,Event
સરકાર,Person
સરકાર,Organization
બીજીવાર આવી ઘટના,Event
આરોપી,Person
કોન્સ્ટેબલ,Person
પોલીસ,Organization
રોઝ વોટર,Product
ના પ્રમુખે,Person
જેના,Person
ફિલિપી,Person
પવિત્ર,Organization
આ અસમિયાં કલ્ચરનો,Organization
ડ્રેસ,Product
વિરાટ કોહલી,Person
અનુષ્કા શર્મા,Person
કાર,Product
તેમણે,Person
મન્ના,Person
ભારત,Location
ઈસુ,Person
આ,Person
પ્રોટોકોલ,Organization
આવક પર,Location
આવક પરના વેરા સંબંધી નાણાકીય કરચોરી,Event
પટેલ,Person
ભાજપ,Organization
ગ્રામીણ વિસ્‍તારો,Location
જેસન,Person
આફ્રિકા,Location
એકજ MOVED ઘટનાઓ,Event
તેણે,Person
પગી,Location
વ્યાપાર મહિલા,Person
નોકરી,Organization
આરોપી,Person
ક્રાઈસ્ટચર્ચ મસ્જિદ,Organization
ક્રાઈસ્ટચર્ચ,Location
હુમલા,Event
સાંસ્કૃતિક,Organization
પ્રોગ્રામો,Event
સ્પૂન ઘી,Product
મીઠું,Product
નીતિ,Person
ઉપરાંત,Person
હાલમાં,Organization
ત્રાસવાદીઓ,Person
આરોપી,Person
યોગ,Product
એલેક્સ,Person
,Person
પ્રેક્ટિસ મેચ,Organization
સિડની,Location
રમાઇ રહ્યો છે,Event
જમ્મુ,Location
કાશ્મીર,Location
જનતા,Person
વડોદરા,Location
છોટાઉદેપુર,Location
દાહોદ,Location
પંચમહાલ,Location
મહીસાગર,Location
રાહુલ ગાંધી,Person
કોંગ્રેસ,Organization
ઘરમાં,Location
કહ્યું,Person
પાર્ટી,Organization
સરકાર,Organization
વિરાટ કોહલી,Person
અનુષ્કા શર્મા,Person
પોલીસ ડ્રાઈવર,Person
પોલીસ,Organization
તેના,Person
મઘરોળ ગામ,Location
તે,Person
શુન,Person
સરકાર,Organization
પોલીસ,Person
પોલીસ,Organization
અકસ્માત,Event
@CovidIndiaSeva,Person
મનમોહન સિંહ,Person
હું,Person
હિન્દૂ,Organization
Anurag Kashyap,Person
ઉત્તર પ્રદેશ,Location
મધ્ય પ્રદેશ,Location
ગુજરાત,Location
હરિયાણા,Location
રાજસ્થાન,Location
મહારાષ્ટ્ર,Location
મારી સરકાર,Organization
કોલકાતા નાઈટ રાઈડર્સ,Organization
રાજસ્થાન,Location
પ્લેઓફ,Event
વૈજ્ઞાનિકો,Person
લોટરી,Event
સ્ટ્રોબેરી,Product
સમારેલી ખજૂર,Product
શહેર,Location
તાલુકા,Location
શોભાયાત્રા,Event
સફળ ફિલ્મો,Product
શાઊલ,Person
ચીન વિદેશ મંત્રાલય,Organization
ઈસ્રાએલ,Location
ભારત,Location
ચીન,Location
ટ્રક,Location
માર્ગ,Location
સ્ટોપ સાઇન,Location
ઉતરાદ્ધનો આરંભ,Event
ડ્યુઅલ સ્માર્ટ એમ્પ્લિફાયર,Product
3.5mm ઓડિયો જેક,Product
જેલ,Location
વિશ્વ બેન્ક,Organization
ભારત,Location
નાણાકીય વર્ષ,Event
તેમને,Person
ભારત,Location
રાહુલ ગાંધી,Person
સોનિયા ગાંધી,Person
અમેઠી,Location
રાયબરેલી,Location
કર્ણાટક,Location
સ્થિતિ બેકાબૂ,Event
હું,Person
હાઇડ્રેટેડ,Product
પ્રધાનમંત્રી,Person
મહિન્દા રાજપક્ષે,Person
પ્રધાનમંત્રીનું કાર્યાલય,Organization
પંચકૂલામાં,Location
દિલ્હી,Location
શ્રીલંકા,Location
ઋૃષિ કપૂર,Person
નરેન્દ્ર મોદી,Person
અરૂણ જેટલી,Person
ભારતીય જનતા પાર્ટી (ભાજપ),Organization
ન્યૂયોર્ક,Location
લોકસભા ચૂંટણી,Event
હું,Person
ટ્વિટર,Organization
ચેન્નઈ સુપર કિંગ્સ,Organization
ચેન્નઈ,Location
ઈન્ડિયા,Location
પ્રિયંકા,Person
ફરહાન અખ્તર,Person
ઝાયરા વસીમ,Person
Seven Sisters,Organization
London Bolt,Location
ભાજપ,Organization
અંગે,Location
માલપુર,Location
ઉત્તર પ્રદેશ,Location
કંપની,Organization
હાથરસ જિલ્લા,Location
તમે,Person
અમેરિકા,Organization
અમેરિકાની જેલોમાં,Location
હવામાન વિભાગ,Organization
આફત,Event
પ્રધાનમંત્રી,Person
તામિલનાડુ,Location
ભારે વરસાદ,Event
ઇલેક્ટ્રિક મોબીલીટી,Product
રાજ્ય,Location
મોહન,Person
એનએસસી,Organization
જગ્યાએ,Location
શહેરો,Location
ધરતીકંપ,Event
પાર્ક,Location
મોટરસાયકલ,Product
આ,Person
મોટી કરા,Organization
રૂમ,Location
ડામર,Location
પાથરવામાં,Event
ત્રણ શખ્સો,Person
ધરપકડ,Event
રિલીઝ,Event
ફિલ્મ,Product
HTML,Organization
x1,Organization
y1,Organization
var,Product
સુપ્રીમ કોર્ટ,Organization
આ કાયદા,Event
પ્રવક્તા,Person
ભારતીય વિદેશ મંત્રાલય,Organization
ભારતીય કામદારોને નિયોક્તાઓ,Organization
ભારત,Location
જર્મન,Location
અભિયાન,Event
ટિકીટો,Product
સ્માર્ટ શહેરો,Product
સ્વચ્છ ગંગા,Product
અપશિષ્ટ પ્રબંધન,Product
આપણે,Person
મુલાકાત,Organization
Himesh Reshammiya,Person
Komal,Person
divorce,Event
ભારત,Organization
સમજૂતી,Event
નરેન્દ્ર મોદી,Person
ભારત,Location
છોડ,Product
બાર્નાબાસ,Person
સૈપ્રસ,Organization
સૈપ્રસ,Location
કોંગ્રેસ,Organization
પોલીસ,Organization
વિધાનસભા,Event
કૂચ,Event
તમને,Person
વિરાટ કોહલી,Person
રોહીત શર્મા,Person
શિખર ધવન,Person
રહાણે,Person
ધોની,Person
શ્રેયષ અય્યૈર,Person
હાર્દિક પંડ્યા,Person
ભુવનેશ્વર કુમાર,Person
ચહલ,Person
કુલદીપ યાદવ,Person
બુમરાહ,Person
શાહિદ,Person
મીરા કપૂર,Person
એનટીએ,Organization
જેવી કોઈ વ્યક્તિનું મેળવી શકાય નહીં,Person
એલેક્ઝાંડ્રિયા,Location
ત્રીજી સદી,Event
,Person
,Organization
,Location
સ્ટોપ સાઇન બિલ્ડિંગ,Location
પદયાત્રા,Event
વિન્ડીઝ,Product
નરેન્દ્ર મોદી,Person
મહાત્મા ગાંધી,Person
પ્રધાનમંત્રી,Organization
યોનસેઈ યુનિવર્સિટી,Organization
સિઓલ,Location
લોકાર્પણ,Event
વેંકૈયા નાયડુ,Person
રાજનાથસિંહ,Person
સોનિયા ગાંધી,Person
જેમ્સ બેલ્ડવિન,Person
કોંગ્રેસ,Organization
England,Location
World Champions,Event
શ્રીલંકાની પોલીસ,Person
પોલીસ,Organization
શ્રીલંકા,Location
સીરિયલ વિસ્ફોટ,Event
અહમદિયા,Person
પાકિસ્તાન,Organization
સીએએ,Organization
પાકિસ્તાન,Location
Aaradhya,Person
Aishwarya,Person
I Am Gujarat,Event
Bollywood News,Product
Fanney Khan,Product
