Entity,Type
రాజస్థాన్,Location
పోటీతత్వంలో,Event
ఆ ఒక్కరూ,Person
దుకాణాలతో,Person
దుకాణాలతో,Product
మహారాష్ట్ర,Location
పూణే,Location
ముంబై,Location
ఆటోరిక్షాలు,Product
అన్నీ తెలిసినవారు,Person
ఆవిడ,Person
RCB,Organization
IPL,Event
ఆహ్వానించాలి,Event
ఎలా ఈ అనారోగ్యం,Person
ఆంధ్ర ప్రభుత్వం,Organization
హైదరాబాద్,Location
దారుణం,Event
సందిగ్ధం,Organization
చర్చలు,Event
ధాన్యం,Product
వరి,Product
గోధుమ,Product
నేను,Person
అమితాబ్‌ బచ్చన్‌,Person
రిషి కపూర్‌,Person
అమర్‌ అక్బర్‌,Person
షావోమి,Organization
ఎంఐ స్మార్ట్‌ఫోన్,Product
బాధిత కుటుంబాలు,Person
దేశం,Location
ఆర్థిక సంక్షోభం,Event
ఆయన,Person
ప్రకటన,Event
డాక్టర్లు,Person
ప్రాథమిక ఆరోగ్య ఉప కేంద్రం,Organization
వూటుకూరు,Location
కేసరినాథ్ త్రిపాఠి,Person
జగదీప్ ధన్‌ఖర్,Person
సుప్రీంకోర్టు,Organization
పశ్చిమ బెంగాల్,Organization
పశ్చిమ బెంగాల్,Location
ఇదే,Person
రాష్ట్రం,Organization
రాష్ట్రం,Location
జరిగితే రాష్ట్రంలో పెను రాజకీయ మార్పులకు,Event
నావికాదళం,Organization
భారత నావికా,Organization
ఫుట్ ప్రింట్,Product
పర్యావరణ పరిరక్షణ రోడ్ మ్యాప్,Product
సాకేత్,Location
మహేష్ బాబు,Person
ఆర్టికల్,Event
బీజేపీ,Organization
గెలుపొందింది,Event
పోటీ,Event
మగవారి,Person
ఆడవారి,Person
గ్రామం,Location
ఆహార భద్రత,Organization
ఇక్కడ,Location
చిన్నారుల,Person
విముక్తి,Event
ఇమ్రాన్‌ ఖాన్‌,Person
పాకిస్తాన్,Organization
భారత్,Organization
కశ్మీర్,Location
యుద్ధం,Event
చెన్నై,Organization
ముంబై,Organization
ఐపిఎల్,Event
వివాదాల్లో,Event
సెల్ ఫోన్,Product
మెహ‌రీన్,Person
జ‌రీనా ఖాన్,Person
బడ్జెట్,Organization
నేడే,Event
బీజేపీ నేతలు,Person
త్రివిక్రమ్,Person
ఆయన,Person
కేసు,Event
పేతురు,Person
పాకిస్తాన్,Organization
పాకిస్తాన్,Location
బాధితుడిని,Person
ఉస్మానియా ఆస్పత్రి,Organization
England,Organization
Sri Lanka,Location
Tour,Event
ఆయన,Person
మహేష్,Person
ఓక్కసారిగా,Event
మహాత్మ గాంధీ,Person
భారత ప్రభుత్వ,Organization
ఫైర్ సిబ్బంది,Person
సంఘటనా స్థలం,Location
సంఘటన,Event
పరిస్థితుల్లో,Event
కేసీఆర్,Person
కేటీఆర్,Person
నేను,Person
దిలీప్,Person
కర్ణాటక అసెంబ్లీ,Organization
కర్ణాటక,Location
సమావేశాలు,Event
ప్రపంచ సాహిత్యం,Event
ఆయన,Person
గన్నవరం విమానాశ్రయానికి,Organization
ప్రాజెక్టు,Event
కోర్టుల,Organization
పోటీల్లో,Event
తేల్చాలంటూ,Person
ఎట్లనగాతాను,Person
తన,Person
మోషే,Person
వాగ్దానం,Event
నైజాం మార్కెట్,Organization
నైజాం,Location
సచిన్ టెండూల్కర్,Person
రాహుల్ ద్రవిడ్,Person
సౌరభ్ గంగూలీ,Person
అజారుద్దీన్,Person
హైదరాబాద్,Location
జైపూర్,Location
ఈటె,Person
నేనే,Person
ఆకతాయిల,Location
తల్లిదండ్రులు,Person
సుశాంత్‌ సింగ్‌ రాజ్‌పుత్,Person
సుబ్రహ్మణ్య స్వామి,Person
ఈ,Person
తెలంగాణ ప్రభుత్వం,Organization
కాంగ్రెస్,Organization
బీజేపీ,Organization
అందులో భాగంగా గతేడాది,Event
రైతు,Person
ఏసీబీ,Organization
బిసాహులాల్,Person
సురేంద్ర బగేల్,Person
భారత్,Organization
అమెరికా,Organization
యువతి,Person
చెట్టు,Location
ఆత్మహత్య,Event
విమర్శకుడు,Person
సలహాదారుడు,Person
కార్ట్,Product
ఆమె,Person
జలుబు,Person
రాష్ట్రం,Location
మణిశర్మ,Person
శంకర్,Person
హైడ్రోజన్ వాయువు,Product
HDFC బ్యాంకు,Organization
అమెరికా లా-కంపెనీ,Organization
అమెరికా,Location
తెలంగాణ ప్రజల,Person
తెలంగాణ,Location
గణతంత్ర దినోత్సవం,Event
ఆహాజు,Person
దావీదు,Person
టాబెయేలు,Person
కలువాయి,Person
పోలీసులు,Organization
టిఎంసి,Organization
ఆల్‌ ఇండియా తృణమూల్‌ కాంగ్రెస్‌,Organization
మాయావతి,Person
హౌరా,Location
కంచ్రపర,Location
నార్త్‌ 24 పరగణాస్‌,Location
దిలీప్,Person
హైకోర్టు,Organization
సీబీఐ,Organization
ఒక తమ్ముడు,Person
బాలిక,Person
తల్లి,Person
పోలీసుల,Organization
విద్యార్ధి,Person
చట్టం,Event
మెగా,Organization
పిక్సల్ ప్రైమరీ కెమెరా,Product
దుకాణం,Organization
ప్రిన్స్టన్ యూనివర్శిటీ,Organization
ప్రపంచ ఆరోగ్య సంస్థ,Person
ప్రపంచ ఆరోగ్య సంస్థ,Organization
కోహ్లీ,Person
వ‌ర‌ల్డ్‌క‌ప్,Event
అతడు,Person
ఆమె,Person
అతని,Person
యెహోవా,Person
రూకలు,Product
లాలు,Person
పోలీసులు,Person
ప్రమాదం,Event
మీరు,Person
ప్రణబ్‌ముఖర్జీ,Person
మంజూరు,Person
అహ్లె బైత్,Person
ప్రవక్తగారి,Person
New Zealand,Organization
అధికారులు,Organization
Hd display,Product
ఆయన,Person
పై,Organization
ప్రాంతాల్లో,Location
ఇతర ప్రాంతాల,Location
శ్రీదేవి,Person
మిస్టరీ,Person
సుప్రీంకోర్టు,Organization
విచారణ,Event
సమయంలో,Location
ప్రదేశంలో,Location
దాని గురించిన విషయములన్నీ,Event
అహంకారం,Person
ఆయన,Person
వారికి,Person
మీనాక్షీ లేఖి,Person
అజయ్‌ మాకెన్‌,Person
బీజేపీ,Organization
కాంగ్రెస్‌,Organization
నిందితున్ని,Person
పోలీసులు,Organization
జెఎస్‌కె,Organization
విభా స్వామినాథన్,Person
దేవాంగ్ కుమార్ అగర్వాల్‌లు,Person
ఇండియన్ స్కూల్,Organization
బెంగళూరు,Location
కోల్‌కతా,Location
ఎగ్జామినేషన్,Event
షియోమి,Organization
రెడ్‌మి,Organization
ఇండియా,Location
లాంచ్,Event
రెడ్‌మి 3ఎస్‌,Product
డాక్టర్ హర్షవర్ధన్,Person
కేంద్ర ఆరోగ్య శాఖ,Organization
సమీక్ష,Event
జస్టిస్‌ రంజన్‌ గొగొయ్,Person
మోదీ,Person
భారత ప్రధాన న్యాయమూర్తి,Organization
సుప్రీంకోర్టు,Organization
దిల్లీ,Location
మోడీ,Person
పాఠశాల,Organization
మూత,Event
ఎన్టీఆర్,Person
చరణ్,Person
మీరు,Organization
పోలీసులు,Organization
గంజాయి,Product
నరేంద్ర మోడీ,Person
భారత,Organization
పాకిస్తాన్,Location
లేదా,Person
ఇంకేమైనా,Person
పోలీసులు,Person
విచారణ,Event
మంత్రి,Person
మండలి,Organization
దేవుని,Person
రోమీయులు,Organization
నేను,Person
న్యూజిలాండ్ క్రికెట్,Organization
న్యూజిలాండ్,Location
మీడియా,Organization
పూజ,Person
సినిమా,Organization
ఆయన,Person
కాంగ్రెస్,Organization
కర్నాటక,Location
ప్రసాదరావు,Person
అభిషేక్ బచ్చన్,Person
ఐశ్వర్యరాయ్,Person
ఆరాధ్య,Person
పునాది,Person
కాంగ్రెస్,Organization
బీజేపీ,Organization
కంచుకోటలో,Location
పోలీసు,Person
పోలీసు,Organization
ప్రొజెక్టర్,Product
ఎల్ఇడి లైట్లు,Product
యమహా మోటార్స్,Organization
2019,Event
బండ కార్తీకరెడ్డి,Person
రాజ్‌కుమార్,Person
జి. నరేందర్‌యాదవ్,Person
కాంగ్రెస్,Organization
ఆండీ సెర్కిస్,Person
టిఫ‌నీ,Organization
హ‌డ్డిష్,Product
తర్వాత,Person
రాష్ర్టపతి భవన,Organization
తర్వాత,Location
ఇతని,Person
బాధితురాలి,Person
లల్లూ,Person
సత్నామి,Person
పోలీసులు,Organization
అని,Person
తూర్పుగోదావరి జిల్లా,Location
అటవీప్రాంతం,Location
ఆ తర్వాత,Event
నేను,Person
ప్రధాని,Person
మోదీ,Person
సంజయ్,Person
గాంధీ,Person
జాతీయ పార్క్,Location
తాను,Person
ఆమె,Person
ఎలక్ట్రిక్ కారు,Product
అల్కీ ప్రాంతవాసులు,Location
అంతర్జాతీయ,Event
రాహుల్ గాంధీ,Person
Chiru,Person
ఆమె,Person
చిత్ర ప్రారంభం,Event
సేండర్సన్,Organization
బెక్,Product
నిందితుడి,Person
పోలీసులు,Organization
హైదరాబాద్‌,Location
మోడీ,Person
మహిళలు,Person
పురుషులు,Person
ఆమె,Person
తండ్రికి,Person
గవర్నర్,Person
బీజేపీ,Organization
ఎన్నికల్లో,Event
చర్మానికి తేమ,Product
రాహుల్ గాంధీ,Person
ఎక్స్చేంజ్,Organization
రాహుల్‌ ధోలాకియా,Person
ప్రధాని నరేంద్ర మోదీ,Person
అమిత్‌ షా,Person
తృణమూల్‌ కాంగ్రెస్‌ అధినేత్రి మమతా బెనర్జీ,Person
బీజేపీ,Organization
తృణమూల్‌ కాంగ్రెస్‌,Organization
కోల్‌కతా,Location
పశ్చిమ బెంగాల్‌,Location
వాటిలో,Product
ప్రభుత్వం,Person
మహీంద్రా,Organization
ఢిల్లీ,Location
ఇంజన్,Product
ఖుర్బానీ,Event
ఫోన్,Product
ఈడీ,Organization
నిందితులపై నగదు అక్రమ తరలింపు నిరోధక చట్టం,Event
రాజరిక,Person
కౌన్సిల్ జనరల్,Organization
నేను,Person
రీతు,Person
యూనివర్సిటీ,Organization
లఖ్నవూ,Location
నా,Person
ఇంటింటి,Location
కుట్టు విద్య,Product
పోలీస్,Organization
13 పోలీస్ స్టేషన్ల,Location
దొండ,Location
కెసిఆర్,Person
తిరుమల,Location
పట్టణం,Location
అవార్డు,Event
పోలీసులు,Person
పోలీసులు,Organization
ధర్నా,Location
అవాంఛనీయ సంఘటనలు,Event
బియ్యం,Product
పెసరపప్పు,Product
బ్యాంక్ ఉద్యోగి,Person
బ్యాంక్,Organization
వేట,Event
ఘోర మరణం,Event
నేను,Person
నా భార్య,Person
యెహోవా ప్రజల సంఘాల,Organization
తూర్పు,Location
మధ్య,Location
పశ్చిమ నైజీరియా,Location
మెర్సర్,Organization
జీవన,Location
భారత దేశం,Location
హైదరాబాదు,Location
సర్వే,Event
భారత్,Organization
భారత్,Organization
నాగ్‌పూర్,Location
టెస్టు,Event
జలియన్ వాలా బాగ్,Location
2020 జూలై 31,Event
ప్రధాని నరేంద్ర మోడీ,Person
తెలుగుదేశం,Organization
వైయస్సార్ కాంగ్రెసు పార్టీ,Organization
ఆమె,Person
తండ్రి,Person
U.S.,Organization
ఓపెనర్ రోహిత్ శర్మ,Person
సీఆర్పీఎఫ్ అధికారి,Person
సీఆర్పీఎఫ్,Organization
నక్సలైట్ల దాడి,Event
సమస్యలు,Person
బ్రాడ్‌ బ్యాండ్,Organization
గలతీయులు,Person
"6: 5, 7",Event
కేటాయించింది అనేది సమాచారం కోసం లేదు,Person
క్విట్ ఇండియా,Organization
భారత,Location
భారత స్వాతంత్ర్య సంగ్రామం,Event
అలా,Person
పవన్ కల్యాణ్,Person
మహేష్ బాబు,Person
బ్రిటన్,Organization
మయన్మార్,Location
1948: వలస పాలన నుంచి స్వాతంత్య్రం,Event
చెచెన్యా యుద్ధం,Event
విజయ దుందుభి,Person
బీజేపీ,Organization
డుందుభీ,Location
ఎన్నికలు,Event
కాంగ్రెస్ పార్టీ,Organization
ఎన్నికల్లో,Event
ఆయన,Person
ఇండియన్‌ ఇన్‌స్టిట్యూట్‌ ఆఫ్‌ మాస్‌ కమ్యూనికేషన్‌,Organization
న్యూదిల్లీ,Location
ఉత్పత్తి,Product
ఈసాంగ్,Person
సినిమా షూటింగ్,Event
వ్లాదిమిర్‌ పుతిన్‌,Person
జిన్‌పింగ్‌,Person
జాకబ్‌ జుమా,Person
మైకేల్‌ టెమెర్‌,Person
రష్యా,Location
చైనా,Location
బ్రెజిల్‌,Location
దక్షిణాఫ్రికా,Location
విజ్ఞత,Person
పోలీసులు,Person
ఆందోళనకారులు,Person
పోలీసులు,Organization
ఘటనాస్థలానికి,Location
సమన్వయ కమిటీ సభ్యులు,Person
ప్రతిపక్ష,Organization
అధికార పక్ష,Organization
ఒక వెైద్యుడు,Person
ఈ,Person
కేసీఆర్,Person
తెలంగాణ ఆర్టీసీ,Organization
తెలంగాణ,Location
20,Event
సావిత్రి,Person
కీర్తీ సురేష్,Person
ఎవరు,Person
గాంధీ,Person
సహాయ నిరాకరణోద్యమాన్ని,Event
మోడీ,Person
ఎమ్మెల్యేలు,Person
మంత్రుల,Person
ఏపీ,Location
జిల్లాల,Location
నియామకం,Event
రామ,Person
కృష్ణ,Person
విశ్వనాథుని,Person
ఆర్‌ఎస్‌ఎస్‌,Organization
బిజెపి,Organization
అయోధ్య,Location
మధుర,Location
బెనారస్‌,Location
అతను,Person
Maruti Suzuki,Organization
Indian Market,Location
Cars,Product
ప్ర‌ధాని,Person
రాహుల్ గాంధీ,Person
రాహుల్‌,Person
భారత క్రికెట్‌,Organization
అనిల్‌ రావిపూడి,Person
శిరీష్‌,Person
దిల్‌ రాజు,Person
శ్రీ వెంకటేశ్వర క్రియేషన్స్,Organization
addon,Organization
కథలు చెప్పేవాడు,Person
ఎడారి,Location
లిబియా,Location
పర్ఫెక్ట్ టైం,Event
రాష్ట్ర ప్రభుత్వం,Organization
కేంద్ర ప్రభుత్వం,Organization
షమిక కె.స్వామి,Person
త్రివేంద్ర సింగ్ రావత్,Person
కెకె పాల్ మోడీ,Person
ఉత్తరాఖండ్,Organization
సూపర్ స్టార్స్,Person
సౌత్ ఫిల్మ్ ఇండస్ట్రీ,Organization
నార్త్ ఫిల్మ్ ఇండస్ట్రీ,Organization
వేడుక,Event
ఆస్టియో,Person
ఆర్థరైటిస్,Person
భారత కమ్యూనికేషన్,Organization
జీశాట్-16 ప్రయోగం,Event
జీశాట్-16,Product
చిత్రబృందం,Organization
విడుదల,Event
పి. ఎస్. చిల్ఫిఘాటి,Person
ఈ,Person
ఇక్కడే,Location
ఇది,Product
ఆయన,Person
భూమా కుటుంబం,Organization
హైకోర్టు,Organization
వైద్య,Organization
జరిగితే,Event
పోలీసులు,Person
సుప్రీంకోర్టు ఆఫ్‌ ఇండియా,Organization
గ్రూప్,Organization
ఫ్రాన్స్,Location
ఆస్ట్రేలియా,Location
పెరు,Location
డెన్మార్క్,Location
ఫోన్,Product
ప్రధాని నరేంద్ర మోడీ,Person
మంత్రివర్గ,Organization
సమావేశం,Event
డాక్టర్ జితేంద్ర సింగ్,Person
ఇండియా,Location
స్వాతంత్య్రం,Event
మనీష్ పాండే,Person
ట్రంప్,Person
పాలిప్స్,Organization
మహేష్,Person
రష్మిక మందన,Person
TRS,Organization
Telangana,Location
हైకోర్టు,Organization
అవొకాడోలో,Location
ఫ్యాటీయాసిడ్స్,Product
విటమిన్స్,Product
Kairee,Person
Tweet,Organization
ఆ,Person
సౌరవ్ గంగూలీ,Person
వీరేంద్ర సెహ్వాగ్,Person
రణ్ వీర్ సింగ్,Person
షాహిద్ కపూర్,Person
దీపిక పదుకొనె,Person
సంజయ్ లీలా భన్సాలీ,Person
ఆయన,Person
యోహాను,Person
భూపరదైసు,Location
పరీక్ష,Event
కుంబ్లే-కోహ్లీ,Person
రాయ్,Person
రానా,Person
ఇడి అరెస్టు,Person
షా,Person
పిఎంఎల్‌ఎ,Organization
కోర్టు,Organization
ఆమె,Person
New England Journal of Medicine,Organization
New England,Location
ఆమె,Person
నిర్ణయించుకున్నాడు,Person
మిగతా బ్యాట్స్‌మెన్,Person
అందుబాటులోని ధర,Product
తరువాత చిన్నాచితకా,Person
ఎన్ఆర్ఐల,Organization
కోల్‌కతా,Location
పశ్చిమబెంగాల్,Location
రాజకీయ ఘర్షణలు,Event
రెండేళ్ల బాలుడు,Person
ఘటన,Event
పత్రికలు,Organization
రాళ్లబండి కవితా ప్రసాద్‌,Person
భాషా సంస్కృతిక శాఖ,Organization
ఇంటర్నెట్,Organization
అభ్యర్ధులు,Person
ఎన్నికలు,Event
గతేడాదే,Person
పెళ్లి,Event
సాక్షి,Organization
ఈయన,Person
దమ్ము సినిమా,Event
మారితే,Event
సిద్ధరామయ్య,Person
కాంగ్రెస్ పార్టీ,Organization
న్యూఢిల్లీ,Location
మైసూరు,Location
కర్ణాటక,Location
పబ్లిక్ మీటింగ్,Event
భైంసాలో,Location
144 సెక్షన్,Event
మైఖెల్ మ్యాడ్సన్,Person
పోలింగ్,Event
భారత్,Organization
స్త్రీ,Person
KL Rahul,Person
,Organization
కేఎల్ రాహుల్,Person
ఆకాశ్ చోప్రా,Person
రాహుల్ ద్రవిడ,Person
అని,Person
మీడియాటెక్,Organization
హీలియో పీ22,Product
అక్టాకోర్,Product
ఆయన,Person
సినిమా విడుదల,Event
వారి,Person
ప్రదేశం,Location
చరిత్రలో,Event
తెలంగాణ ప్రభుత్వం,Organization
2020-21 వార్షిక బడ్జెట్,Event
బీజేపీ,Person
కాంగ్రెస్,Person
బీజేపీ,Organization
కాంగ్రెస్,Organization
రాజేంద్ర సింగ్,Person
రామేశ్వర్ చౌరేషియా,Person
ఉషా విద్యార్తి,Person
రవీంద్ర యాదవ్,Person
శ్వేతా సింగ్,Person
ఇందూ కశ్యప్,Person
అనిల్ కుమార్,Person
మృణాల్ శేఖర్‌,Person
అజయ్ ప్రతాప్,Person
ప్రశాంత్,Person
నీల్,Person
ఉపాధ్యాయులు,Person
కరోనా సంక్షోభం,Event
శిక్షణనివ్వగలిగారు,Person
వారం,Event
విజయ్,Person
కిరగందూర్,Organization
నెల్సన్ మండేలా,Person
దక్షిణాఫ్రికా,Location
తైవాన్,Organization
వియత్నాం,Organization
దీవులపై,Location
మమతా బెనర్జీ,Person
భేటీ,Event
Netherlands,Location
Denmark,Location
Iceland,Location
Switzerland,Location
Finland,Location
హాస్పిటల్,Organization
నా కల,Person
"1,000 రోజుల",Event
హ్యుందాయ్,Organization
హ్యుందాయ్ క్రెటా ఎస్యూవీ,Product
హారిబుల్,Organization
దాంతో,Person
సోనియాగాంధీ,Person
పుట్టినరోజు,Event
కమలాతాల్,Person
భారత్ గ్యాస్,Organization
కోయంబత్తూర్,Location
బీజేపీ,Organization
కాంగ్రెస్,Organization
లక్నో,Location
ఆజంగర్,Location
పుర్వాంచల్ ఎక్స్‌ప్రెస్ వే,Event
ప్రభుత్వ,Organization
కళాశాలలో,Location
పట్టణ,Location
హాస్టల్,Organization
ఎంపీ,Person
బిఎస్సీపీ,Organization
ఎన్నికల్లో,Event
శాస్త్ర-సాంకేతిక మంత్రిత్వశాఖ,Organization
ఔషధాలు,Product
టీకాల,Product
అతను,Person
కారు,Product
ఢిల్లీ,Location
పంజాబ్‌,Location
కర్ణాటక,Location
మహారాష్ట్ర,Location
మృతి,Event
ఆయన,Person
ప్రధాన న్యాయమూర్తి జస్టిస్‌ రంజన్‌ గొగోయ్‌,Person
జస్టిస్‌ సంజయ్‌ కిషన్‌ కౌల్‌,Person
జస్టిస్‌ కె. ఎం జోసెఫ్,Person
రష్యా,Organization
సెర్బియా,Organization
ఫ్రాన్స్,Organization
రష్యా,Location
సెర్బియా,Location
ఫ్రాన్్,Location
ఇరు దేశాల,Location
ఉద్రిక్త పరిస్థితులు,Event
భారతీయ శిక్షా స్మృతి,Organization
వైద్య అధికారులు,Person
ఆస్పత్రి,Organization
ఘటన స్థలికి,Location
భూపేశ్ భగేల్,Person
ప్రభుత్వము,Organization
చత్తీస్గఢ్,Organization
తమ రాష్ట్రము,Location
డొనాల్డ్ ట్రంప్,Person
అమెరికా,Organization
వైట్‌హౌజ్,Location
సంగీత ప్రియుల,Person
దానయ్య,Person
డీవీవీ ఎంటర్‌టైన్‌మెంట్స్,Organization
రెండో సీజన్,Event
Rabanta,Organization
రాఫెల్,Person
వైమానిక దళ,Organization
అక్కడ,Location
బీజేప్పీ,Organization
రాష్ట్రాల్,Location
కుల్దీప్ యాదవ్,Person
క్యాచ్,Person
కోండ,Location
అట‌వీ ప్రాంతం,Location
ఎడారి ప్రాంతం,Location
చర్య,Event
సిలిండ‌ర్లు,Product
నగర పట్టణ,Location
బొంగైగావ్,Location
చిరాంగ్ జిల్లా,Location
ఉత్పత్తి,Product
కార్యకర్తల,Person
టీఆర్ఎస్,Organization
బీజేపీ,Organization
తోపులాట,Event
మారుతి,Organization
బాలెనో ప్రీమియం హాచ్బ్యాక్,Product
ఒకప్పటి ఆ మహిమాన్విత నగరం,Location
ఆయాసోలూక్,Location
సెల్‌‌చూక్,Location
ఒక చిన్న గ్రామం,Location
అల్లం,Person
అల్లం,Product
వ్యక్తులు,Person
దినకరన్‌‌,Person
ఎం.కె. న్యూఢిల్లీ,Person
అన్నాడిఎంకె పార్టీ,Organization
న్యూఢిల్లీ,Location
ఢిల్లీ,Location
పిల్లలు,Person
పారిశ్రామిక ఉత్పత్తి సూచికలు 2020 ఏప్రిల్ నెలలో,Event
2020 ఏప్రిల్,Date
దానియేలు,Person
యెహోవా,Person
అనిల్ అంబానీ,Person
న్యూఢిల్లీ,Location
యువరాజ్ సింగ్,Person
టీమిండియా,Organization
ఆసా,Person
జయంతి,Organization
వేడుకలు,Event
హరామిక్చర్‌,Organization
ఒక్కసారిగా వచ్చిన వరద,Event
దృష్టి మార్పులలో,Event
అతన్ను,Person
ప్రభుత్వ,Organization
ప్రైవేట్ ఆస్పత్రుల,Organization
కె. చంద్రశేఖర్ రావు,Person
టీఆర్ఎస్,Organization
తెలంగాణ,Location
ఆయన,Person
ప్రభుత్వం,Organization
టయోటా,Organization
టయోటా క్యామ్రీ హైబ్రిడ్ సెడాన్,Product
పోలీసు,Person
పోలీసు,Organization
వీరి,Person
మియాపూర్ పోలీసులు,Organization
మియాపూర్,Location
కేసు నమోదు,Event
ఆయన,Person
కేంద్ర న్యాయశాఖ,Organization
బాబూ రాజేంద్ర,Person
మోడీ,Person
Lenovo,Organization
మార్కెట్,Location
Lenovo Smart Display 7,Product
కాలేజీ,Organization
ఆటో,Product
పెట్టాడు,Person
తల్లి,Person
శిశువు,Person
ఎస్సార్బీసీ,Organization
గాలేరు-నగరి,Location
బీజేపీ,Person
బీజేపీ,Organization
పార్టీలు,Organization
బ్రహ్మాజీ,Person
ఇంటర్నేషనల్‌ ఇండియన్ ఫిల్మ్‌ అకాడమీ,Organization
అవార్డ్స్‌ ఉత్సవం,Event
ఈనాడు,Organization
ఒరవడి సృష్టింది,Event
పురుషులలో,Person
మా,Person
పెళ్లి,Event
గ్రెగోరియన్ కాలెండరు,Event
కుమార్తె,Person
తండ్రి,Person
సర్పవరం పోలీసులు,Organization
సర్పవరం,Location
క్రైస్తవ పెద్దల,Organization
విశాఖపట్టణం,Location
కర్నూలు,Location
ఆమె,Person
గతం,Event
నితీశ్ కుమార్,Person
సుషీల్ కుమార్ షిండే,Person
బీజేపీ,Organization
బీహార్,Location
జక్కంపూడి రాజా,Person
కాపు కార్పొరేషన్‌,Organization
ప్రమాణ స్వీకారం,Event
అనంతరం,Event
వాహనం,Product
ఇవాన్ మోర్గాన్,Person
ఇంగ్లండ్ టీమ్,Organization
ఆస్ట్రేలియా,Location
టాస్,Event
డూప్లే,Person
భారతీయ పొత్తుల,Organization
ప్రాంతం,Location
ఆయన,Person
వైఎస్ జగన్‌మోహన్‌రెడ్డి,Person
అల్లు అర్జున్,Person
వైకుంఠపురములో,Location
ములాయం సింగ్ యాదవ్,Person
అఖిలేశ్ యాదవ్,Person
కేసీఆర్,Person
ప్రభుత్వమే,Organization
పట్టణానికి,Location
TRS,Organization
ఎన్నికల్లో,Event
లెక్కలు,Product
నేను,Person
ఐపీఎల్,Organization
ప్రధాని నరేంద్ర మోదీ,Person
పూర్ణ,Person
అపొస్తలులు,Person
గ్రాండ్ ఐ10,Location
హ్యుందాయ్,Location
హ్యుందాయ్ ఎక్సెంట్,Product
హ్యుందాయ్ ఔరా,Product
అందరి,Person
నివారించడం,Event
నిన్ను,Person
దేశం,Location
గ్రామాల,Location
ధాన్యాలు,Product
ఒత్తిడి,Person
విశ్వనాథం,Person
నాటకం,Event
సుప్రీం కోర్టు,Organization
విద్యార్ధుల,Person
ఆయన,Person
దాడి,Event
ఇది,Person
ఇంటి,Location
ఆమె,Person
అతని,Person
మీరు,Person
దీపక్ పునియా,Person
రాహుల్ అవేరా,Person
ఫ్రీస్ట్టైయిల్,Organization
కాంస్య పతకాల,Product
రూల్ 1,Location
ఎన్టీఆర్,Person
నాని,Person
సీజన్,Event
టైగర్,Event
అమిత్ షా,Person
నరేంద్ర మోదీ,Person
చంద్రబాబు,Person
ఆలిండియా జనతా పార్టీ,Organization
భారతీయ జనతా పార్టీ,Organization
ఆయన,Person
కోల్‌కతా ఆస్పత్రి,Organization
కోల్‌కతా,Location
లక్నో లోని ఆసుపత్రి,Organization
లక్నో,Location
బీజేపీ,Organization
నార్వే,Location
అనుష్క,Person
UK,Organization
రెండవ సింగిల్,Event
పీస్ ఆఫ్ మీ,Event
UK సింగిల్స్ చార్ట్,Event
నేను,Person
నాన్న,Person
వెల్లుల్లి రెబ్బలు,Product
భారతదేశాన్ని,Location
దేశ,Location
కామారెడ్డి,Location
పట్టణం,Location
తమిళనాడు,Organization
తమిళనాడు,Location
ఉప ఎన్నికలు,Event
ఆమె,Person
క్రెడిట్‌,Product
డెబిట్‌ కార్డుల,Product
నేష‌న‌ల్ టెస్టింగ్ ఏజెన్సీ,Organization
అతని,Person
Rahul Gandhi,Person
Subramanyaswami,Person
BJP,Organization
జట్లు,Organization
పరిశుభ్ర,Organization
సింగపూర్,Location
ప్రచారాన్ని,Event
నేను,Person
ప్రారంభం,Event
అందరికి,Person
జైశంకర్,Person
ఆసియా,Location
పసిఫిక్,Location
అఫ్గానిస్తాన్,Location
జెడియు అద్యక్షుడు,Person
నితీష్ కుమార్,Person
బిజెపి,Organization
మాంచి,Organization
మహిళలు,Person
సన్ఫ్లవర్,Product
నూనె,Product
ఆయన,Person
ప్రభుత్వ,Person
ప్రభుత్వ,Organization
స్టేపుల్,Event
ముఖ్యమైన తేదీలు,Event
India,Location
చీటీలు,Product
ఆయన్,Person
దేశవ్యాప్తం,Location
వేడుకలు,Event
అయితే,Person
సినిమా,Event
ప్రధాని మోదీ,Person
దావీదు,Person
ఎగ్లావల,Person
ఇస్రో,Organization
బెంగళూరు,Location
హెబ్రోను,Location
కుర్రాడు,Person
సినిమా,Event
ప్రధాని మోదీ,Person
Dావీదు,Person
ఎగ్లావల,Person
ఇస్రో,Organization
బెంగళూరు,Location
హెబ్రోను,Location
ఆ కుర్రాడు,Person
నాకు,Person
కోహ్లీ,Person
రోహిత్,Person
దేశం,Location
ఎవరైనా,Person
ప్రకాష్ రాజ్,Person
హైదరాబాద్,Location
లోక్ సభ,Location
ఎన్నికల్,Event
85లక్షలు,Product
కలెక్టర్ల,Person
యమహా,Organization
స్కూటర్ల,Product
బాలుడు,Person
ప్రభుత్వం,Organization
అభివృద్ధి,Event
ఒమర్ అబ్దుల్లా,Person
జమ్మూకాశ్మీర్,Location
పెట్రోల్,Product
డీజీల్‌,Product
సబ్సిడీ,Product
వంట గ్యాస్‌,Product
అతని,Person
70 కోట్లు దోపిడీ,Event
ప్రధాని మోడీ,Person
టీ20 సిరీస్,Event
అరుణ్‌జైట్లీ,Person
నరేంద్ర మోదీ,Person
