Entity,Type
लढाया,Event
एक अभिनेत्री,Person
चित्रपट,Event
जिल्ह्यात,Location
आंदोलन,Event
सरकार,Organization
आंतरराष्ट्रीय दूरसंचार संघ,Organization
आयटीयू,Organization
2019,Event
2022,Event
शेतकऱयांना,Person
श्रीपाद श्रीवल्लभ स्वामीं,Person
गणेश चतुर्थी,Event
यामुळे,Person
राहुल गांधी,Person
राहुल सावरकर,Person
काँग्रेस,Organization
तुम्ही,Person
काही,Person
कवडीमोल,Organization
पोलिस,Person
पोलिस,Organization
तपास,Event
आरआयएल,Organization
रिलायन्स जियोल,Organization
अक्षय कुमार,Person
निवड समिती,Organization
पीडित मुली,Person
तर आयुष्मान खुराना,Person
त्यांचा,Person
त्यांचा भाऊ,Person
अमित शहा,Person
भाजप,Organization
एक देश एक भाषा,Event
भारत,Organization
भारत,Location
तिसऱ्या भारत-आफ्रिका शिखर परिषद,Event
पलायनवाद,Event
रावळपिंडी,Person
पकिस्तानचे जनरल आसिफ गफूर,Person
पत्रकार परिषद,Organization
रावळपिंडी,Location
मात्र,Person
मतदार,Person
पोलिसांनी,Person
पोलिस,Organization
पोलंड,Location
वॉर्सा,Location
वादळी,Location
पाऊस,Event
परूश्‍य,Person
खमिर,Product
त्यां,Person
दिवसांपूर्वीच,Event
शीला दीक्षित,Person
काँग्रेस,Organization
उत्तर प्रदेश,Location
पोलिस,Person
पोलिसां,Organization
हा प्रकार,Event
ओम,Person
सलमान,Person
अर्पिता खान,Person
आयुष शर्मा,Person
तिने,Person
चित्रपट,Event
लष्कर,Person
कोसळल्याचा,Event
विमान,Product
वेसण,Event
डब्ल्यूएचओ तज्ञ,Person
नॅशनल हेल्थ कमिशन,Organization
डब्ल्यूएचओ,Organization
वुहान,Location
पंतप्रधान नरेंद्र मोदी,Person
भावना ॲबे,Person
भारत,Location
देवेंद्र फडणवीस,Person
सभागृह,Location
सर्व गोंधळ,Event
दक्षिण गुजरात,Location
किनारपट्टी,Location
मान्सून,Event
चक्रवाती,Event
महाराष्ट्र,Location
मराठवाड्य,Location
गोवा,Location
कोकण,Location
तिने,Person
पंतप्रधान नरेंद्र मोदी,Person
सुरत जिल्ह्यात,Location
हजिराला,Location
भेट,Event
पंतप्रधान,Person
लोकार्पण,Event
मुख्यमंत्री,Person
आंतरराष्ट्रीय क्रिकेट परिषद,Organization
कसोटी,Event
मी,Person
सरकार,Organization
विजय वडेट्टीवार,Person
पृथ्वीराज चव्हाण,Person
अजित पवार,Person
जयंत पाटील,Person
छगन भुजबळ,Person
अबू आझमी,Person
शेकापचे जयंत पाटील,Person
राजू शेट्टी,Person
काँग्रेस,Organization
राष्ट्रवादी काँग्रेस,Organization
समाजवादी पक्ष,Organization
लोकांची घरे,Location
भाजप,Organization
त्यांच,Person
वार,Event
जॉन,Person
ऑस्ट्रेलिया,Location
नाना पाटेकर,Person
तनush्री दत्ता,Person
नाम,Organization
मुंबई,Location
धोनी,Person
टीम इंडिया,Organization
कसोटी सामने,Event
शाह,Person
पाकिस्तान,Location
बांगलादेश,Location
अफगाणिस्तान,Location
आम्ही,Person
बेलिझियन गाव,Location
विकास,Event
झाडेझुडपे,Product
उद्धव,Person
संग्राम थोपटे,Person
पुणे जिल्ह्यातील,Location
निवड,Event
रॉक गार्डन,Location
भारतीय लस उत्पादकांनी,Organization
जागतिक आरोग्य संघटना,Organization
पॅन अमेरिकन हेल्थ ऑर्गनायझेशन,Organization
पीएएचओ,Organization
амericetील,Location
लस,Product
पंतप्रधान नरेंद्र मोदी,Person
वसंत पंचमी,Event
कौशल्याची,Product
सावधानताही,Product
मूळ ग्रीक,Person
ग्रEEK,Location
त्यांच,Person
ात्महत्यェ,Event
पॅनकार्ड,Organization
आधार,Organization
आधार कार्ड,Product
उत्तर प्रदेशच्या जनते,Organization
उत्तर प्रदेश,Location
2014,Event
सरकार,Person
आपल्या देशात,Location
डाळीचे उत्पादन,Product
विद्यार्थ्यांना,Person
भारत,Organization
डेन्मार्क,Organization
भारत,Location
डेन्मार्क,Location
22 मे 2018,Event
चांदी,Person
शेशबस्सर,Person
बाबेल,Location
यरुशलेम,Location
सोन्य,Product
सुरुवात,Event
सूचना,Organization
केंद्र सरकार,Event
पावस,Person
नद्या,Location
वाढ,Event
माधवप्रसाद घिमिरे,Person
काजी,Person
नेपाली,Location
नेपाली हामी,Product
प्लूटो,Person
प्लूटो,Product
नायट्रोजन,Product
मिथेन,Product
कार्बन मोनॉक्साईड,Product
योहान,Person
ख्रिश्‍चन,Organization
स्वर्ग,Location
दृष्टान्त,Location
ट्रॅकिंग कुकीज,Product
करण जोहर,Person
चित्रपट प्रोडक्शन कंपनी,Organization
पेटाच्या,Person
दिल्ली उच्च न्यायालय,Organization
दिल्ली,Location
जमशेदपूर,Location
बेंगळूर,Location
काय,Person
मी,Person
येथे,Location
तणावपूर्ण स्थिती,Event
त्याला,Person
डीएसके,Organization
मृत्युन,Person
मानव कबर,Location
मृत्युनंतर,Event
मात्र,Person
पाकिस्ताना,Organization
पाकिस्तान,Location
बीआरओ,Person
या बोगद्याचे काम टीम शिवालिक,Person
चारधाम प्रकल्प,Organization
शिवराज सिंह,Person
शहर,Location
मी,Person
माझी खोली,Location
आपल्या,Person
या ग्रामीण गृहनिर्माण योजना,Organization
2013-14,Event
2017-18,Event
घरे,Product
रुपाली पाटील,Person
महाराष्ट्र नवनिर्माण सेना,Organization
मनसे,Organization
पुणे,Location
सातारा,Location
महाराष्ट्र,Location
संघटनां,Organization
ते,Person
चांगल्या घर,Location
प्रियांका गांधी,Person
त्यानंतर,Location
ती,Location
तेथून,Location
रामनाथ कोविंद,Person
परमेश्वर,Person
ओहळ,Location
उत्सव,Event
झाडांची चांगली फळ,Product
खजुरीच्या झावळ्या,Product
पालवीच्या झाडांच्या डहाळ्या,Product
वाळूंज,Product
इराण,Organization
इस्रायल,Organization
सिरीया,Location
इराण,Location
इस्रायल,Location
हवाई हल्ले,Event
जो,Person
हिंदुस्तान,Location
प्रयत्न,Event
प्रदर्शन,Event
चित्रपट,Product
राज्य प्रचारक,Person
पृथ्वी,Location
दहा वर्ष,Event
खेड,Location
समाने,Event
स्थानिक विकासाचा नमूना,Product
मनुष्याचा पुत्र,Person
जग,Location
त्यावेळ,Event
तेव्हा,Event
येण्याचे,Event
आकाशात दिसेल,Event
याशिवाय,Person
पत्रकार,Person
घडली,Event
दाभोलकर,Person
सीबीआय,Organization
हत्त्याप्रकरणी,Event
मनमोहन सिंग,Person
सरकार,Organization
नोटबंदी,Event
त्यान,Person
इथल्या माणसासारखाच,Person
साक्षीदार,Person
मंडळ,Organization
जवळपास,Location
त्याची,Person
हिंदू पक्षकार,Organization
सुनावणी,Event
त्याच्या,Person
मधील,Location
प्रवासी,Event
त्यांनी,Person
चाहत्याचा,Event
व्हिडिओ,Product
स्क्वाड्रन,Organization
विमान,Product
जागतिक नौदल विश्लेषकांच्या,Person
जागतिक नौदल,Organization
पाणबुड्या,Product
जहाजं,Product
नरेंद्र मोदी,Person
राज्यातील,Organization
विद्यापीठ,Organization
राज्यातील,Location
परीक्षा,Event
ऑस्ट्रेलियाचा,Location
हिंदुस्थान,Location
विजय,Event
मालिका,Event
शाहरुख खान,Person
फॅन सिनेमात,Organization
जे देवाला,Person
त्याच्या,Person
मी,Person
कोणाची,Person
प्रश्न,Event
आई,Person
वडील,Person
अहरोन,Person
एलाजार,Person
इस्राएल,Person
लेवी,Person
रालोआला,Person
लोकसभा,Organization
लोकसभा निवडणूक निकाल 2019,Event
घर,Location
मी,Person
सिक्कीम,Organization
सिक्कीम,Location
सेंद्रिय राज्य घोषित करण्याच्या कार्यक्रम,Event
मी,Person
आपण,Person
ऐर्लंड,Location
विश्वचषक,Event
त्याने,Person
यांतील,Organization
ब-12,Product
शेतकऱ्य,Person
त्यां,Person
सरकार,Organization
नीतिसूत्रे,Person
बायबल,Organization
अशी,Person
मी,Person
सिक्रेट सर्व्हिस,Organization
तयारीही,Organization
चित्रपटाच्या प्रमोशन,Event
GNOME,Person
GooFie,Person
GNOME,Organization
xeyes,Product
देश,Location
अन्न,Product
उदाहरण,Organization
Android,Organization
Android,Product
हा,Person
सरकार,Organization
संजूच्या,Person
मराठी,Organization
प्रदर्शित,Event
टीझर,Product
त्यामुळे,Event
मात्र,Person
निवडणूक आयोग,Organization
निवडणूक,Event
रणबीर कपूर,Person
कतरीना कैफ,Person
इस्राएली,Person
सीनाय पर्वताच्या दिशेने,Location
अरण्यात,Location
रफीदीम,Location
संस्था,Organization
प्रकाशित,Event
सचिन,Person
प्रदीप नाईक,Person
सरकार,Organization
मी,Person
रिलायन्स,Organization
रिलायन्स डिफेन्स,Organization
रिलायन्स समुह,Organization
राफेल विमान,Product
राज्य,Location
ट्रँकरचालक,Person
मुक्ताईनगर,Location
या,Person
जोडीने,Person
बाप-बेटी,Person
परिणिता,Person
नौकर,Person
बिराज-बहु,Person
यहुदी,Person
सुजाता,Person
यानंतर,Person
रुग्णालय,Organization
घरी,Location
पोलिस,Person
पेमेंट,Product
अनिल देशमुख,Person
मुंबई,Location
महाराष्ट्र,Location
कुठे,Location
स्वदेशी जागरण मंचाने,Person
बीसीसीआय,Organization
दिल्ली,Location
त्याचे,Person
बॉलिवूड,Organization
पीक विम्य,Product
याबाबत,Organization
भारत,Location
पाकिस्तान,Location
युद्धसदृश्य स्थिती,Event
मोशे,Person
अहरोन,Person
इस्राएल,Location
सीनायाच्या वाळवंट,Location
मेंदूला,Organization
 अग्निशमन दलाच्या जवानांनी,Person
अग्निशमन दल,Organization
घटनास्थळी,Location
घटना,Event
राहुल गांधी,Person
कॉंग्रेस,Organization
अमेठी,Location
पाळणाघर,Location
पोलीस,Person
पोलीस,Organization
असून,Location
मारहाणीची संपूर्ण घटना,Event
नेमका काय,Event
अभिनेत्री,Person
जेटली,Person
केंद्र सरकार,Organization
अमर राजूरकर,Person
मोहन हंबर्डे,Person
रुस,Location
फ्रान्स,Location
ब्रिटेन,Location
अमेरिका,Location
राज ठाकरे,Person
भाजप,Organization
महाराष्ट्र नवनिर्माण सेन,Organization
राष्ट्रवादी काँग्रेस,Organization
महाराष्ट्र,Location
लोकसभा,Location
निवडणुकी,Event
रस्त्यावर,Location
वाहतुक पूर्ण बंद झाली,Event
स्त्री,Person
पुरुष,Person
कंपनी,Organization
महात्मा गांधी,Person
राज ठाकरे,Person
नरेंद्र मोदी,Person
मनसे,Organization
मुंबई,Location
जयंती,Event
छत्तीसगड,Location
दिवाळी,Event
गाव,Location
मी,Person
लग्न,Event
त्यां,Person
आपला,Person
बँक,Organization
मोबाईल डिव्हाईज,Product
तिला,Person
तातडीने,Person
जिल्हा रूग्णालय,Organization
जिल्हा,Location
भारत,Location
न्यूझीलंड,Location
ऑस्ट्रेलिया,Location
इंग्लंड,Location
सामना,Event
पहिला उपान्त्य,Event
दुसरा सामना,Event
राष्ट्रपती रामनाथ कोविंद,Person
बिहार,Location
राजगीर,Location
सुवर्ण महोत्सवी समारंभ,Event
नवरात्र,Event
येडियुरप्पा,Person
यावेळी,Person
पत्रकार परिषद,Organization
पत्रकार परिषद,Event
मला,Person
जगात,Location
त्यांच,Person
न्यायालय,Organization
पोलिसांनी,Person
पोलिस,Organization
चौकशी,Event
ठीकाणी,Location
गेल्या,Person
आमच्याकडे,Location
बाळंतीण,Event
कपिल सिब्बल,Person
काँग्रेस,Organization
नागरिकत्व सुधारणा कायदा,Event
उत्तर ध्रुवावर,Location
केंद्रीय मंत्री नितीन गडकरी,Person
कांचन गडकरी,Person
नेपाळ,Location
दिल्ली,Location
सामूहिक अत्याचार,Event
विद्यार्थ्य,Person
शिक्षक,Organization
अॅरॉन फिंच,Person
डार्सी शार्ट,Person
शॉन मार्श,Person
मार्कस स्टॉईनिस,Person
उष्मान ख्वाजा,Person
अॅलेक्स केरी,Person
पीटर हँड्सकोंब,Person
अॅश्टन टर्नर,Person
अॅडम झम्पा,Person
जेसन बेहरेनडोर्फ,Person
झाय रिचर्डसन,Person
पॅट कमिन्स,Person
एंड्रयू टाय,Person
नाथन कोल्टर नाईल,Person
नाथन लायन,Person
पोटमॅक नदी,Location
समुद्र,Location
इथेच,Person
सुरुवात,Event
तापसी लवकरचा,Person
भूमी पेंडणेकर,Person
बायकांना,Person
देश,Location
बायबल,Organization
त्यांना,Person
जहॉंगीर रुग्णालय,Organization
जहॉंगीर रुग्णालय,Location
डॉक्टर,Person
कोणाचे,Person
मी,Person
भारतीय,Organization
भारत,Location
रोमांचक प्रवास,Event
गृह मंत्रालय,Organization
केंद्र सरकार,Organization
भारत,Location
यापैकी,Location
शेतकर्या,Person
लोकसभा,Organization
देश,Location
निवडणुक,Event
ते,Person
भाजप,Organization
निवडणूक,Event
दोन्ही,Person
अहवाल,Event
व्हेरिवॅक्स,Organization
लस गरोदर,Product
एकाचा,Person
या अपघातात,Location
मृत्यू,Event
परिसरात,Location
कारवाई,Event
त्याने,Person
भाषण,Location
तपासणी,Event
दही,Location
मटार,Product
भाविक,Person
प्रसादाचे,Organization
न्यायालय,Organization
घडलं,Event
लेखक,Person
कपिल श्रーマ,Person
जयपूर,Location
पोलिस,Organization
चौकशी,Event
पंतप्रधान मोदी,Person
न.,Person
गृहराज्यमंत्री,Organization
अक्षय तृतीया,Event
एस. एन. शुक्ला,Person
उच्च न्यायालय,Organization
नवी दिल्ली,Location
अलाहाबाद,Location
दरम्यान,Event
जण,Person
हल्ल्यात,Location
गदारोळ,Person
ज्येष्ठ,Person
आनंद शर्मा,Person
पंतप्रधान नरेंद्र मोदी,Person
भाजपा,Organization
नवज्योत सिंह सिद्धू,Person
नवज्योत सिंह सिद्धू,Person
काँग्रेस,Organization
चंदिगड,Location
पंजाब,Location
रिओ,Location
याचा,Person
पोलीस,Person
पोलीस,Organization
नोहाने,Person
यहोवा,Person
भारतीय रेल्वे,Organization
हावडा,Location
मुंबई,Location
नागपूर,Location
कोलकाता,Location
हावडा मुंबई मेल,Product
वादंग,Event
घर,Location
वीज उपकरण,Product
मी,Person
तुम्हा,Person
युरोप,Location
स्थलांतरितांचे संकट,Event
रस्ते,Organization
रेल्वे,Organization
कोण,Person
इरफान खान,Person
पाकिस्तान,Location
झाले,Event
निविदा,Event
ठिकाणीं,Location
सुनावण्या,Event
यमुनाबाई,Person
बाप,Person
सातार्,Location
मुलचेरा,Location
गडचिरολी,Location
प्रेषित,Person
पोलिस,Person
पोलिस,Organization
मिरवणूक,Location
दगडफेकी,Event
एकमेक,Person
माझ्या,Person
नातेवाईक,Person
ग०३ १२ / २२,Event
अशोक गेहलोत,Person
भाजप,Organization
कॉंग्रेस,Organization
शैलश सिंह,Person
भारत,Location
किझेन लियूल,Person
अर्शद नदीम,Person
चीन,Location
पाकिस्तान,Location
Empirical,Event
दिल्ली,Location
सेट,Event
पण,Product
सरकार,Organization
पाहूया,Product
त्यां,Person
त्या,Person
विद्यापीठ,Organization
माजी,Person
विश्व,Organization
भारत,Location
ट्रॅप शूटर,Product
दोघांच्याही,Person
साकोली पोलिसांत,Organization
साकोली,Location
आलिया,Person
रणबीर,Person
ब्रह्मास्त्र,Event
चित्रपट,Product
पंतप्रधान नरेंद्र मोदी,Person
काश्मीर,Location
पहिल्या संसद अधिवेशन,Event
यहुदी,Person
पहिल्या शतकातील,Event
नितीश कुमार,Person
बिहार सरकार,Organization
आसाम,Location
बिहार,Location
पोलिसां,Person
पोलिस,Organization
त्यानंतर,Person
पोलिस,Person
पोलिस,Organization
यहोवा,Person
इस्राएल,Organization
इस्राएल,Location
युद्ध,Event
DRDO,Organization
क्षेपणास्त्र,Product
Software,Organization
Software,Product
पंतप्रधान नरेंद्र मोदी,Person
कर्नाटक,Location
मंगळुरु,Location
दौऱ्याच्या पहिल्या टप्प्यात,Event
लहान व्यवसायिक,Organization
तर दोघांचा,Person
उपचारादरम्यान,Event
एलपीजी सिलिंडर्स,Product
सीएनजी,Product
महिला,Person
विहिरी,Location
आत्महत्या,Event
डागमार वाल्टर,Person
आयएलओ,Organization
इंडिया,Location
जागतिक बाल मजुरी समस्येबाबत,Event
तب्बल,Person
SBI,Organization
दिवाळ,Event
अनिवासी भारतीय,Person
केंद्रीय गृह मंत्रालय,Organization
भारत,Location
या मडमा,Person
आता पंतप्रधान मोदी,Person
केदरानाथ,Person
 घटनेची,Event
प्यारेलाल वडाली,Person
सूफी संगीत क्षेत्र,Organization
वडाली,Location
निधन,Event
त्यांनी,Person
मेयर,Person
राष्ट्रीय महामार्ग विकास प्रकल्प,Organization
हे काम,Location
टप्पा,Event
हायब्रीड अॅन्युइटी मोडवर,Product
Salman Khan,Person
मुंबई,Location
किक,Event
ल,Location
राजसत्ते,Organization
दिल्ली,Location
लोक स्वसंतोषाने,Person
शास्ते,Person
राजकीय,Person
पोलिस,Person
पोलिस,Organization
खून झाला,Event
अभ्यास,Person
नवे वर्ष,Event
भारत,Organization
विरोध,Event
डायमंड बुश कार्यालय,Organization
सूरत,Location
आंदोलन,Event
पदाधिकारी,Person
कार्यकर्ते,Person
महिला,Person
सर्वत्र,Location
नशीबवान,Person
घरात,Location
७९,Person
अशोक चौधरी,Person
मदन मोहन झा,Person
अब्दुल जलील मस्तान,Person
अवदेशकुमार सिंग,Person
काँग्रेस,Organization
येशуча,Person
जेवलो,Event
पोलис,Person
इंडोनेशिया,Location
त्सुनामी,Event
जम्मू,Location
काश्मीर,Location
गुरंढोर,Person
लूट,Event
पाहायला,Person
डॉ.,Organization
ट्यूबलेस टायर्स,Product
एलॉय व्हिल्स,Product
मुख्यमंत्री,Person
शिवसेना,Organization
होणार,Event
WhatsApp,Organization
WhatsApp,Product
तर चक्क मुलानेच,Person
पोलिस,Organization
क्वार्ट्‌झ,Organization
घड्याळे,Product
देव,Person
आरोपी,Person
न्यायालय,Organization
न्यायालय,Location
सुटका,Event
पंतप्रधान,Person
पंतप्रधानांच,Person
नरेंद्र मोदी,Person
इंदिरा गांधी,Person
नवी दिल्ली,Location
राजधानी,Location
इंदिरा गांधी इनडोअर स्टेडियम,Location
बुद्ध जयंती,Event
बुद्ध जयंतीच्या,Event
त्यानंतर,Person
पोलिसांनी,Organization
रुग्णालयात,Location
विनोदी,Person
सीपीला,Person
पंतप्रधान मोदी,Person
कराच्या,Location
अंमलबजावणी,Event
प्रीति,Person
टप्प्या टप्याचे,Event
टप्प्या टप्याचे,Product
त्याचे,Person
उत्तर भारत,Location
थंडीची लाट,Event
अध्यक्ष,Organization
अधिकारप्राप्त गट 1,Organization
कोविड19 च्या रुग्णवाढीने,Event
Police,Organization
खंबीर,Person
आपण,Person
जग,Location
सातत्याने,Person
क्रिकेट,Event
ते,Person
बॉम्बस्फोट,Event
फ्लो,Organization
बैठक,Event
लोकसभा,Person
वणगा,Person
लोकसभा,Organization
निवडणूक,Event
आप,Person
भूमी,Location
पोलис,Person
पोलिस,Organization
कारवाई,Event
तुमच्या,Person
भारत,Location
मेघा कुलकर्णी,Person
चंद्रकांत पाटील,Person
भाजप,Organization
पुण्याच्या कोथरुड विधानसभा,Location
सर्वांनी,Location
पुढे येऊन,Event
प्रकाश जावडेकर,Person
सरकार,Organization
सोन,Product
 इतर मौल्यवान धातू,Product
बुद्धाबालंग,Location
सुबर्नरेखा,Location
मंडळाच्या कार्यकारी समितीचे सदस्य,Person
मंडळ,Organization
सभा,Event
सचिन अहिर,Person
राष्ट्रवाद,Organization
शिवसेना,Organization
फ्रान्स,Location
अमेरिका,Location
बोपण्ण,Person
विजय,Event
भारतीय नागरिकत्व,Person
भारत,Location
बाळासाहेब थोरात,Person
पृथ्वीराज चव्हाण,Person
अशोक चव्हाण,Person
काँग्रेस,Organization
सरकार,Organization
आम्ही,Person
हजर,Person
कोर्ट,Organization
दिवाळी,Event
What's App,Organization
What's App,Product
बीएसएफ,Organization
काश्मीर,Location
गोळीबार,Event
मेक्सिको,Location
१८३६,Event
१८४५,Event
श्रद्ध,Person
परिसर,Location
स्फोटा आवाज,Event
Esha Gupta,Person
सीबीएसई,Organization
नीट,Organization
यूजीसी,Organization
संजय शिंदे,Person
रणजितसिंह नाईक,Person
निंबाळकर,Person
राष्ट्रवादी,Organization
भाजप,Organization
राहुल गांधी,Person
फ्रान्स,Location
भारत,Location
दहशतवादाविरोधी लढाई,Event
गौतम बुद्ध,Person
याबाबत,Person
पोलीस ठाण्यात,Organization
याबाबत,Location
थाळनेर,Location
गुन्हा दाखल,Event
तर,Location
प्रशासन,Person
याप्रकरणी कॉलेज,Organization
मुलांशी,Person
बाप्तिस्म्य,Person
समर्पण,Event
बाप्तिस्म्य,Event
देवेंद्र फडणवीस,Person
या,Person
अभियानादरम्यान,Person
गीत,Person
नाटक,Person
आणि नाटक प्रभाग,Event
नीट,Organization
इतिहास,Event
महादेव,Person
गणेश,Person
सर्किटच,Event
उपराष्ट्रपती,Person
डॉ.,Person
भारत,Location
ते,Person
आंतरराष्ट्रीय परिषद,Organization
नवी दिल्ली,Location
खनिज आणि धातू यावरील आंतरराष्ट्रीय परिषद,Event
रवि राजा,Person
बेस्ट समिती,Organization
मुंबई महानगरपालिका,Location
दीपक कपूर,Person
प्राधिकरण,Organization
शासन,Organization
कर्मचारी,Person
कामावर,Organization
मायलेशियन संप्रदाय,Organization
युवक,Person
देश,Organization
या,Person
निर्णयाला पुरोहित,Organization
सर्वोच्च न्यायालय,Organization
याबाबत,Person
काँग्रेस,Organization
हलचाली,Event
तारीख,Event
परिसर,Location
त्यावेळी ते,Person
गुजरात,Organization
गुजरात,Location
अनुराधा अग्रवाल,Person
स्टार इंडिया,Organization
घर,Location
एकजण,Person
ज्या बेट,Location
मृत्यूमुखी पडले,Event
राजकीय वर्तुळ,Organization
चर्चा,Event
त्यां,Person
जामीन,Organization
संपादक,Person
बलवंत,Person
रत्नागिरी,Location
११,Event
कोथरुड,Person
कोथरुड पोलिस,Organization
कोथरुड,Location
पंतप्रधान नरेंद्र मोदी,Person
उद्धव ठाकरे,Person
नितीश कुमार,Person
रामविलास पासवान,Person
शिवसेना,Organization
लोक जनशक्ती पक्ष,Organization
न्यायालय,Organization
मोदी,Person
इंग्रजी वृत्तपत्र,Organization
मोदी,Person
भारत,Location
सीबीआयने,Person
बिहार पोलिस,Organization
बिहार,Location
पोलिस अधिकारी,Person
पोलिस,Organization
रेल्वे,Organization
अपघात,Event
त्या,Person
सोनिया गाँधी,Person
नरेंद्र मोदी,Person
काँग्रेस,Organization
आपले,Organization
उत्पादक,Product
आयात,Product
त्यां,Person
देश,Location
अजूनही,Person
नहेम्या,Person
स्वयंसेवक कुटुंब,Organization
४: १०,Event
दीपिका पादुकोण,Person
रणवीर सिंह,Person
शाहिद कपूर,Person
लाभार्थ्य,Person
सरकार,Organization
पीपीपी मॉडेल्स,Organization
घर,Location
केंद्रीय अर्थसहाय्य,Event
यहोवा,Person
त्यात,Person
नवी मुंबईतील,Person
नवी मुंबई,Location
ΑΙरोली,Location
भीषण आग,Event
नोहा,Person
पृथ्वी,Location
त्यां,Person
घटस्फोट,Event
त्याचा,Person
सर्व युवकांना,Organization
ह्या करारामुळे,Person
दोन्ही देश,Location
ठिकाणी,Location
अरविंद केजरीवाल,Person
दिल्ली,Location
लपण्याची जागा,Location
शेतकर्य,Person
तालुक्य,Location
पाऊस,Event
ढगाळ हवामान,Event
ट्विटर,Organization
जग,Person
रोहित शर्मा,Person
त्याच्याजागी,Location
या,Person
कुटुंबातील मंडळी,Organization
दिलीप,Person
वळसे-पाटलां,Organization
पंतप्रधान,Person
कवी,Person
शास्त्रज्ञ,Person
पोलिसांनी,Person
पोलिस,Organization
तपासाला सुरुवात केली,Event
भारत,Location
उजबेकिस्तान,Location
स्वाक्षरी,Event
यहोवाने,Person
आमोस,Person
इस्राएल,Organization
इस्राएलचा अंत,Event
फळांची पाटी,Product
रशियात,Location
तेथे,Location
अनुरागनं,Person
बाबत,Person
पोलिसांत,Organization
या,Person
सामन्यातील,Organization
तिन्ही,Location
भौगोलिक स्थान,Location
मानांकन,Product
रुग्णालय,Organization
ग्रीस,Location
अंक,Product
मतदान एजंट,Person
मतदानानंतर,Event
ईव्ह्हीएम,Product
दिल्ली,Location
या ठिकाणी,Location
तणाव,Event
पोलीस,Person
दाखल,Event
महिला,Person
Apple,Organization
iPhone,Product
यहुक,Organization
इंडोनेशिया,Location
Asian Games 2018,Event
मोरे,Person
मृत्यू,Event
जनता,Person
मुल,Person
शाळा,Organization
अधिकाऱ्यां,Organization
दुर्घटनेत,Event
तू,Person
मोशे,Person
मिसर,Location
शेवटी,Person
मियोने,Person
स्टोरेज,Organization
वापर,Product
नाही,Person
नाही,Organization
नाही,Location
नाही,Event
ट्रक्स,Product
मोटारी,Product
गाढव,Product
घडल्यावर,Event
गाडी,Product
आरोपीं,Person
कोर्ट,Organization
इलाही जमादार,Person
१९६४,Event
म्हणाला,Person
नितेश राणे,Person
भाजपा,Organization
त्याचा,Person
दवाखान्यात,Organization
upachar,Event
Star Sports Network,Organization
भारत,Location
न्यूझीलंड,Location
मॅच,Event
निर्मात्यां,Organization
चित्रपट,Product
पोलीस कर्मचारी,Person
पोलीस,Organization
मृत्यूमुखी,Event
यहोवा,Person
गांधी,Person
जयंती,Event
त्याच,Person
बॉलिवूड,Organization
ह्याला सुरवात,Event
पाकने,Person
जग,Organization
काश्मीर,Location
प्रश्न,Event
त्याच,Person
भारत,Location
दहशतवादाविरोधात,Event
इराण,Location
असदुद्दीन ओवेसी,Person
मायकल,Person
पोलिस,Organization
सोनिया गांधी,Person
त्यांची,Person
सोशल मीडिया,Organization
वनविभाग,Organization
येशू,Person
तर राष्ट्रगीताने कार्यक्रम,Event
येशूने,Person
भोपाळ,Location
महाराष्ट्र,Location
राज्य,Person
पोचपावतीसाठी,Organization
QR कोड सर्टिफिकेट,Product
Takrar dar,Person
लाच लुचपत प्रतिबंधक विभाग,Organization
महिला,Person
उत्सव,Event
यहोव,Person
यहोवा,Organization
रस्त्यांवर,Location
गल्ल्यांमध्ये,Location
त्या सभेत,Person
स्वर्गदूत,Person
यहोवासमोर,Person
स्वर्ग,Location
शहिद,Person
tar mulan,Organization
सुधारगृह,Location
पोलीस,Person
पोलीस,Organization
याप्रकरणी,Location
तपас,Event
कसोटी सामने,Event
एक-दिवसीय सामने,Event
ट्वेंटी२० सामना,Event
यात काही जण,Person
अजूनही,Person
त्यां,Person
दोघा,Person
जावडेकर,Person
प्राज्ञपाठशाळा मंडळ,Organization
ग्रंथालय,Organization
Appendix,Product
टीम इंडिया,Organization
न्यूझीलंड,Organization
सेमीफायनल,Event
फायनल,Event
योजना,Organization
प्रायोगित,Event
तेव्हाची ही घटना,Event
रणवीर सिंग,Person
सारा अली खान,Person
शेत,Location
त्याची,Person
इथे,Location
उणीदुणी,Product
पंतप्रधान मोदी,Person
एएनआय,Organization
राज्य,Person
सरकार,Organization
राज्य,Location
जीवाणू,Product
आम्हाला,Person
उद्योग,Product
Team,Person
England,Organization
Chennai,Location
Match,Event
पंतप्रधान नरेंद्र मोदी,Person
छत्रपती शिवाजी महाराज,Person
मुंबई,Location
भाजप उमेदवार,Person
भाजप,Organization
उमेदवाराचा दाव,Event
पंतप्रधान मोदी,Person
ओली,Person
नरेंद्र मोदी,Person
के,Person
मोतिहारी,Location
अमलेखगंज,Location
नेवाळ,Location
नवी दिल्ली,Location
उद्धाटन,Event
संयुक्तपणे व्हिडिओ कॉन्फरन्सिंग,Event
पेट्रोलियम पदार्थ,Product
पुलवामा,Location
खात्मा,Event
पालक,Person
शाळा,Organization
एनडीए,Person
टीडीपी,Person
आंध्र प्रदेश,Location
शिक्षक,Person
ट्रम्प,Person
निवडणुकीचे,Event
त्यानंतर,Person
मेलबर्न,Organization
मेलबर्न,Location
त्यानंतर,Person
कोर्ट,Organization
प्रकरण,Event
फोन,Product
